track_id,track_name,artist_s_name,artist_count,released_year,released_month,released_day,release_date_concat,in_spotify_playlists,in_spotify_charts,streams,in_shazam_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,bpm,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__,soma_playlists,count_music_artsolo,bpm_categoria,danceability_categoria,valence_categoria,energy_categoria,acousticness_categoria,instrumentalness_categoria,liveness_categoria,speechiness_categoria
5324238,Photograph,Ed Sheeran,1,2014,6,20,2014-06-20,18778,3,2236667932,84,228,105,2453,0,108,61,20,38,61,0,10,5,21459,9,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
4635311,After Dark,MrKitty,1,2014,8,8,2014-08-08,1776,14,646886885,0,1,9,3,0,140,58,4,60,7,41,8,3,1780,1,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa
3921634,Blank Space,Taylor Swift,1,2014,1,1,2014-01-01,11434,53,1355959075,81,154,123,410,2,96,75,57,68,9,0,13,6,11998,34,baixa,alta,alta,alta,baixa,alta,alta,alta
7456153,The Nights,Avicii,1,2014,1,1,2014-01-01,17354,8,1456081449,55,92,122,1282,0,126,53,66,85,2,0,24,4,18728,2,alta,baixa,alta,alta,baixa,alta,alta,baixa
2031309,Shake It Off,Taylor Swift,1,2014,1,1,2014-01-01,21335,13,1113838873,20,328,70,1378,9,160,65,95,80,5,0,41,16,23041,34,alta,baixa,alta,alta,baixa,alta,alta,alta
3181974,Thinking Out Loud,Ed Sheeran,1,2014,1,1,2014-01-01,33032,0,2280566092,28,363,129,3895,0,79,78,58,45,47,0,18,3,37290,9,baixa,alta,alta,baixa,alta,alta,alta,baixa
1776310,Im Not The Only One,Sam Smith,1,2014,1,1,2014-01-01,17492,3,1606986953,30,136,24,1959,0,82,68,50,49,56,0,8,4,19587,1,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
2061482,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,2014-01-01,5148,0,588955257,114,90,22,365,0,91,57,30,89,10,0,33,8,5603,1,baixa,baixa,baixa,alta,baixa,baixa,alta,alta
4796316,Style,Taylor Swift,1,2014,1,1,2014-01-01,7830,42,786181836,82,94,111,151,4,95,60,48,79,0,0,12,4,8075,34,baixa,baixa,baixa,alta,baixa,alta,baixa,baixa
6950436,Alien Blues,Vundabar,1,2015,7,24,2015-07-24,1930,0,370068639,1,3,0,28,0,82,47,44,76,8,91,9,3,1961,1,baixa,baixa,baixa,alta,baixa,alta,baixa,baixa
1904373,Cool for the Summer,Demi Lovato,1,2015,1,1,2015-01-01,9243,0,677389855,6,155,5,577,0,114,59,30,62,1,0,8,4,9975,1,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa
4765423,Space Song,Beach House,1,2015,1,1,2015-01-01,17852,4,789753877,2,69,76,335,0,147,51,62,79,22,13,14,3,18256,1,alta,baixa,alta,alta,alta,alta,alta,baixa
7792660,Wait a Minute,Willow,1,2015,1,11,2015-01-11,11985,0,924193303,10,79,80,250,3,101,76,63,71,3,0,10,3,12314,1,baixa,alta,alta,alta,baixa,alta,baixa,baixa
1630789,The Night We Met,Lord Huron,1,2015,2,2,2015-02-02,18515,35,1410088830,162,70,82,939,1,174,45,10,37,97,25,64,4,19524,1,alta,baixa,baixa,baixa,alta,alta,alta,baixa
2634614,Daddy Issues,The Neighbourhood,1,2015,10,30,2015-10-30,9771,4,1127468248,3,42,70,384,0,85,59,33,52,7,15,12,3,10197,3,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa
2188178,Love Yourself,Justin Bieber,1,2015,11,9,2015-11-09,22730,5,2123309722,36,289,87,2430,0,100,61,53,38,84,0,28,44,25449,3,baixa,baixa,alta,baixa,alta,baixa,alta,alta
1168222,Atlantis,Seafret,1,2015,4,22,2015-04-22,3045,6,571386359,32,43,53,134,1,166,40,23,48,5,0,12,3,3222,1,alta,baixa,baixa,baixa,baixa,baixa,baixa,baixa
7435337,Freaks,Surf Curse,1,2015,5,10,2015-05-10,3006,3,824420218,13,23,21,121,0,180,35,41,94,0,63,5,5,3150,1,alta,baixa,baixa,alta,baixa,alta,baixa,baixa
6380084,The Hills,The Weeknd,1,2015,5,27,2015-05-27,25744,4,1947371785,18,122,94,1992,0,136,36,12,57,9,0,14,8,27858,21,alta,baixa,baixa,baixa,baixa,alta,alta,alta
7159285,Makeba,Jain,1,2015,6,22,2015-06-22,6060,53,165484133,1451,150,148,2703,22,116,82,40,66,39,51,25,7,8913,1,baixa,alta,baixa,baixa,alta,alta,alta,alta
3872585,Pope Is a Rockstar,SALES,1,2016,4,20,2016-04-20,1966,0,156658366,0,4,2,50,0,90,73,31,45,85,24,11,3,2020,1,baixa,alta,baixa,baixa,alta,alta,baixa,baixa
5831523,Closer,The Chainsmokers Halsey,2,2016,5,31,2016-05-31,28032,0,2591224264,44,315,159,2179,0,95,75,64,52,41,0,11,3,30526,0,baixa,alta,alta,baixa,alta,baixa,baixa,baixa
3210546,Selfish,PnB Rock,1,2016,6,23,2016-06-23,2468,0,380319238,0,15,0,0,0,102,64,4,60,11,0,19,4,2483,1,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa
1992045,Notion,The Rare Occasions,1,2016,8,5,2016-08-05,2393,0,421135627,6,22,13,65,0,160,31,30,88,7,0,8,8,2480,1,alta,baixa,baixa,alta,baixa,baixa,baixa,alta
8897005,Pink  White,Frank Ocean,1,2016,8,20,2016-08-20,21574,30,806397070,39,112,68,266,1,160,54,54,55,67,0,42,11,21952,2,alta,baixa,alta,baixa,alta,alta,alta,alta
7587856,Say You Wont Let Go,James Arthur,1,2016,9,9,2016-09-09,15722,16,2420461338,13,231,37,1509,0,99,40,45,56,69,0,9,5,17462,2,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
4367298,Starboy,The Weeknd Daft Punk,2,2016,9,21,2016-09-21,29536,79,2565529693,140,281,137,2445,1,186,68,49,59,16,0,13,28,32262,0,alta,baixa,baixa,baixa,baixa,baixa,alta,alta
4096612,Theres Nothing Holdin Me Back,Shawn Mendes,1,2016,9,23,2016-09-23,12382,0,1714490998,71,229,57,1370,2,122,86,97,80,36,0,9,6,13981,3,alta,alta,alta,alta,alta,baixa,baixa,alta
7498965,House Of Memories,Panic At The Disco,1,2016,1,15,2016-01-15,2948,0,582863434,0,10,2,150,0,110,51,48,82,0,0,5,3,3108,1,baixa,baixa,baixa,alta,baixa,baixa,baixa,baixa
8292846,Hey Mickey,Baby Tate,1,2016,9,27,2016-09-27,482,0,122763672,3,9,1,12,4,135,92,73,51,55,0,15,6,503,1,alta,alta,alta,baixa,alta,baixa,alta,alta
8213022,Unstoppable,Sia,1,2016,1,21,2016-01-21,7681,13,939844851,2,119,66,1145,2,174,47,27,78,11,0,10,8,8945,2,alta,baixa,baixa,alta,baixa,baixa,baixa,alta
5300224,Sex Drugs Etc,Beach Weather,1,2016,11,4,2016-11-04,3006,16,480507035,124,47,60,87,12,144,57,47,84,1,1,52,4,3140,1,alta,baixa,baixa,alta,baixa,alta,alta,baixa
4944285,Me and Your Mama,Childish Gambino,1,2016,11,10,2016-11-10,8775,0,445590495,0,33,60,107,1,118,56,25,45,1,3,7,3,8915,1,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa
3612400,No Lie,Sean Paul Dua Lipa,2,2016,11,18,2016-11-18,7370,0,956865266,62,92,127,1219,0,102,74,45,89,5,0,26,13,8681,0,baixa,alta,baixa,alta,baixa,baixa,alta,alta
7476887,Die For You,The Weeknd,1,2016,11,24,2016-11-24,2483,59,1647990401,259,68,21,24,0,134,59,51,52,9,0,15,7,2575,21,alta,baixa,baixa,baixa,baixa,alta,alta,alta
7910702,Stargirl Interlude,The Weeknd Lana Del Rey,2,2016,11,24,2016-11-24,1275,32,611700552,1,13,8,5,0,90,59,52,48,38,5,10,11,1293,0,baixa,baixa,alta,baixa,alta,alta,baixa,alta
6320673,Reminder,The Weeknd,1,2016,11,25,2016-11-25,6518,17,684675814,47,45,85,238,1,160,71,40,50,16,0,16,22,6801,21,alta,alta,baixa,baixa,baixa,alta,alta,alta
1928790,One Dance,Drake WizKid Kyla,3,2016,4,4,2016-04-04,43257,24,2713922350,26,433,107,3631,0,104,77,36,63,1,0,36,5,47321,0,baixa,alta,baixa,baixa,baixa,baixa,alta,baixa
3253565,Perfect,Ed Sheeran,1,2017,1,1,2017-01-01,16596,13,2559529074,0,7,0,2094,0,95,60,17,45,16,0,11,2,18697,9,baixa,baixa,baixa,baixa,baixa,baixa,baixa,baixa
2886961,Snowman,Sia,1,2017,1,1,2017-01-01,5140,0,690104769,2,85,110,500,0,105,72,33,51,48,0,9,3,5725,2,baixa,alta,baixa,baixa,alta,alta,baixa,baixa
4299313,Shape of You,Ed Sheeran,1,2017,1,6,2017-01-06,32181,10,3562543890,0,33,0,6808,7,96,83,93,65,58,0,9,8,39022,9,baixa,alta,alta,baixa,alta,baixa,baixa,alta
1386091,Swim,Chase Atlantic,1,2017,10,4,2017-10-04,2742,0,498960285,0,5,1,62,0,120,67,8,54,27,0,8,4,2809,1,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
4181228,Believer,Imagine Dragons,1,2017,1,31,2017-01-31,18986,23,2594040133,31,250,121,2969,10,125,77,74,78,4,0,23,11,22205,3,alta,alta,alta,alta,baixa,alta,alta,alta
4824782,Good Looking,Suki Waterhouse,1,2017,10,20,2017-10-20,2264,0,184706613,1,11,6,25,0,150,37,27,56,8,0,13,3,2300,1,alta,baixa,baixa,baixa,baixa,alta,alta,baixa
1014962,Dark Red,Steve Lacy,1,2017,2,20,2017-02-20,10431,7,920045682,10,71,53,181,0,172,60,77,78,45,0,12,6,10683,3,alta,baixa,alta,alta,alta,alta,baixa,baixa
6523480,Something Just Like This,The Chainsmokers Coldplay,2,2017,2,22,2017-02-22,23375,21,2204080728,30,336,188,2692,3,103,61,47,65,3,0,17,4,26403,0,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa
5821993,Dont Bl,Taylor Swift,1,2017,11,8,2017-11-08,4875,23,685032533,10,19,45,0,0,136,62,19,53,11,0,6,4,4894,34,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa
1346774,Hold Me Closer,Elton John Britney Spears,2,2017,11,10,2017-11-10,4967,0,284216603,73,165,10,177,4,126,67,49,77,11,0,19,11,5309,0,alta,baixa,baixa,alta,baixa,alta,alta,alta
8797570,Cold Heart  PNAU Remix,Dua Lipa Elton John Pnau,3,2017,11,10,2017-11-10,21097,52,1605224506,312,384,135,1034,37,116,80,92,80,4,0,10,3,22515,0,baixa,alta,alta,alta,baixa,alta,baixa,baixa
7387090,Merry Christmas,Ed Sheeran Elton John,2,2017,11,10,2017-11-10,2209,0,135723538,0,72,90,141,0,114,59,60,94,24,0,10,4,2422,0,baixa,baixa,alta,alta,alta,alta,baixa,baixa
1323431,Apocalypse,Cigarettes After Sex,1,2017,3,21,2017-03-21,13091,17,841749534,116,61,96,790,2,94,37,17,47,2,46,11,3,13942,1,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa
2052397,Beggin,Mne,1,2017,12,8,2017-12-08,8559,0,1367810478,75,183,64,964,9,134,71,59,80,13,0,36,5,9706,4,alta,alta,alta,alta,baixa,alta,alta,baixa
4131863,Bored,Billie Eilish,1,2017,3,30,2017-03-30,4204,0,777765388,0,39,45,250,0,120,60,11,33,90,0,8,5,4493,5,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
5223297,HUMBLE,Kendrick Lamar,1,2017,3,30,2017-03-30,33206,1,1929770265,5,284,114,1481,0,150,91,42,60,0,0,9,12,34971,12,alta,alta,baixa,baixa,baixa,baixa,baixa,alta
4495422,Dandelions,Ruth B,1,2017,4,28,2017-04-28,3423,21,1116995633,32,41,100,59,1,117,61,45,69,2,0,9,3,3523,1,baixa,baixa,baixa,alta,baixa,alta,baixa,baixa
2143818,One Kiss with Dua Lipa,Calvin Harris Dua Lipa,2,2017,6,2,2017-06-02,27705,10,1897517891,2,537,122,2726,6,124,79,59,86,4,0,8,11,30968,0,alta,alta,alta,alta,baixa,baixa,baixa,alta
8949659,Lucid Dreams,Juice WRLD,1,2017,6,15,2017-06-15,14749,0,2288695111,5,188,34,710,0,84,44,22,48,38,0,33,24,15647,2,baixa,baixa,baixa,baixa,alta,baixa,alta,alta
8186517,Infinity,Jaymes Young,1,2017,6,23,2017-06-23,4375,0,888046992,0,24,0,396,0,122,67,50,67,15,0,30,4,4795,1,alta,baixa,baixa,alta,baixa,alta,alta,baixa
4446199,See You Again,Tyler The Creator Kali Uchis,3,2017,7,21,2017-07-21,13387,64,1047101291,311,77,58,247,1,79,56,58,56,37,0,11,10,13711,0,baixa,baixa,alta,baixa,alta,alta,baixa,alta
4826716,lovely  Bonus Track,Billie Eilish Khalid,2,2017,8,11,2017-08-11,15032,30,2355719893,136,221,96,1078,2,115,35,12,30,93,0,10,3,16331,0,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa
2061546,Revenge,XXXTENTACION,1,2017,8,25,2017-08-25,3600,11,1022258230,2,7,0,203,0,140,75,18,25,78,0,11,26,3810,2,alta,alta,baixa,baixa,alta,baixa,baixa,alta
1611239,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,2018-05-25,5897,19,1374581173,0,0,0,885,0,150,65,51,55,73,0,14,3,6782,1,alta,baixa,baixa,baixa,alta,baixa,alta,baixa
2699923,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,2018-09-12,10211,0,1122364376,1,38,79,65,0,89,52,28,48,54,1,19,3,10314,3,baixa,baixa,baixa,baixa,alta,alta,alta,baixa
5074676,Shallow,Lady Gaga Bradley Cooper,2,2018,9,27,2018-09-27,16636,12,2159346687,121,368,155,2854,6,96,57,30,40,38,0,26,3,19858,0,baixa,baixa,baixa,baixa,alta,baixa,alta,baixa
3827571,Sunflower  SpiderMan Into the SpiderVerse,Post Malone Swae Lee,2,2018,10,9,2018-10-09,24094,78,2808096550,69,372,117,843,4,90,76,91,50,54,0,7,5,25309,0,baixa,alta,alta,baixa,alta,alta,baixa,baixa
8408827,Someone You Loved,Lewis Capaldi,1,2018,11,8,2018-11-08,17836,53,2887241814,2,440,125,1800,0,110,50,45,41,75,0,11,3,20076,3,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa
1471634,Softcore,The Neighbourhood,1,2018,3,9,2018-03-09,3947,12,599770206,30,33,102,93,0,94,57,36,58,5,0,15,3,4073,3,baixa,baixa,baixa,baixa,baixa,alta,alta,baixa
5476124,we fell in love in october,girl in red,1,2018,11,21,2018-11-21,6858,0,723043854,4,31,21,15,0,130,57,24,37,11,18,16,3,6904,1,alta,baixa,baixa,baixa,baixa,alta,alta,baixa
6824324,Hope,XXXTENTACION,1,2018,3,16,2018-03-16,3659,0,1200808494,7,11,10,267,0,146,59,23,46,66,0,15,6,3937,2,alta,baixa,baixa,baixa,alta,baixa,alta,alta
6029543,I Was Never There,The Weeknd Gesaffelstein,2,2018,3,29,2018-03-29,4188,15,705469769,27,30,70,142,0,114,32,17,74,14,0,17,3,4360,0,baixa,baixa,baixa,alta,baixa,alta,alta,baixa
6387600,Call Out My Name,The Weeknd,1,2018,3,29,2018-03-29,11087,6,1449799467,105,151,107,801,1,134,45,17,60,21,0,33,4,12039,21,alta,baixa,baixa,baixa,alta,baixa,alta,baixa
4812397,Cars Outside,James Arthur,1,2019,10,18,2019-10-18,794,10,265882712,263,38,25,61,0,150,34,24,56,4,0,11,3,893,2,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa
6891911,Dont Start Now,Dua Lipa,1,2019,10,31,2019-10-31,27119,0,2303033973,8,532,77,1535,3,124,79,68,79,1,0,10,8,29186,3,alta,alta,alta,alta,baixa,baixa,baixa,alta
6163158,Before You Go,Lewis Capaldi,1,2019,11,1,2019-11-01,8327,24,1608045237,25,205,130,625,0,112,45,19,60,63,0,9,6,9157,3,baixa,baixa,baixa,baixa,alta,baixa,baixa,alta
2092930,Streets,Doja Cat,1,2019,11,7,2019-11-07,5728,0,865640097,12,85,87,179,0,90,75,19,46,21,4,34,8,5992,6,baixa,alta,baixa,baixa,alta,alta,alta,alta
5400474,San Lucas,Kevin Kaarl,1,2019,11,7,2019-11-07,407,1,244891912,0,5,0,5,0,92,58,27,36,86,0,9,3,417,1,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
3869741,Watermelon Sugar,Harry Styles,1,2019,11,17,2019-11-17,21915,34,2322580122,2,437,115,1212,12,95,55,56,82,12,0,34,5,23564,17,baixa,baixa,alta,alta,baixa,baixa,alta,baixa
6181977,Arcade,Duncan Laurence,1,2019,3,7,2019-03-07,6646,0,991336132,2,107,47,584,1,72,45,27,33,82,0,14,4,7337,1,baixa,baixa,baixa,baixa,alta,baixa,alta,baixa
2553984,Blinding Lights,The Weeknd,1,2019,11,29,2019-11-29,43899,69,3703895074,2,672,199,3421,20,171,50,38,80,0,0,9,7,47992,21,alta,baixa,baixa,alta,baixa,baixa,baixa,alta
8483246,Adore You,Harry Styles,1,2019,12,6,2019-12-06,13454,1,1439191367,5,246,71,519,2,99,68,57,77,2,0,10,5,14219,17,baixa,baixa,alta,alta,baixa,alta,baixa,baixa
6327262,Falling,Harry Styles,1,2019,12,13,2019-12-13,7556,0,1023187129,8,124,24,254,0,110,57,6,27,84,0,9,3,7934,17,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa
2977289,Golden,Harry Styles,1,2019,12,13,2019-12-13,8429,1,807015863,2,85,24,200,0,140,45,25,84,21,0,13,6,8714,17,alta,baixa,baixa,alta,alta,baixa,alta,alta
7304378,Boy With Luv feat Halsey,Halsey BTS,2,2019,4,12,2019-04-12,4260,0,1065580332,1,113,92,259,0,120,65,80,86,9,0,19,10,4632,0,baixa,baixa,alta,alta,baixa,alta,alta,alta
2969661,Dance Monkey,Tones and I,1,2019,5,10,2019-05-10,24529,0,2864791672,2,533,167,3595,6,98,82,54,59,69,0,18,10,28657,1,baixa,alta,alta,baixa,alta,baixa,alta,alta
8251078,Those Eyes,New West,1,2019,5,10,2019-05-10,1507,14,411747614,195,24,71,44,1,120,60,24,35,73,0,31,3,1575,1,baixa,baixa,baixa,baixa,alta,baixa,alta,baixa
2775772,Heart To Heart,Mac DeMarco,1,2019,5,10,2019-05-10,1640,0,244658767,1,27,27,29,1,150,90,64,14,67,35,11,10,1696,1,alta,alta,alta,baixa,alta,alta,baixa,alta
1322961,NEW MAGIC WAND,Tyler The Creator,2,2019,5,16,2019-05-16,4708,0,461437791,1,13,7,55,0,140,62,46,73,10,0,67,11,4776,0,alta,baixa,baixa,alta,baixa,alta,alta,alta
6990936,Callaita,Bad Bunny Tainy,2,2019,5,31,2019-05-31,9539,15,1304313953,0,162,116,355,7,176,61,24,62,60,0,24,31,10056,0,alta,baixa,baixa,baixa,alta,baixa,alta,alta
1660982,Seo,Shawn Mendes Camila Cabello,2,2019,6,19,2019-06-19,15010,2,2484812918,8,453,50,1785,1,117,76,77,52,4,0,8,3,17248,0,baixa,alta,alta,baixa,baixa,alta,baixa,baixa
7885122,Mount Everest,Labrinth,1,2019,6,21,2019-06-21,5443,0,467727006,12,45,1,80,0,89,46,43,43,23,8,8,22,5568,7,baixa,baixa,baixa,baixa,alta,alta,baixa,alta
2767209,LA CANCI,J Balvin Bad Bunny,2,2019,6,28,2019-06-28,6398,31,1435127549,5,177,109,305,3,176,75,43,65,15,0,11,32,6880,0,alta,alta,baixa,baixa,baixa,alta,baixa,alta
2748330,Toms Diner,AnnenMayKantereit Giant Rooks,2,2019,6,28,2019-06-28,2605,0,236872197,3,15,48,50,0,98,68,33,43,38,0,36,14,2670,0,baixa,baixa,baixa,baixa,alta,baixa,alta,alta
2468710,love nwantiti ah ah ah,Ckay,1,2019,7,26,2019-07-26,5669,2,726837877,2,74,0,262,14,93,74,53,73,61,0,13,4,6005,1,baixa,alta,alta,alta,alta,alta,alta,baixa
6792432,All For Us  from the HBO Original Series Euphoria,Labrinth Zendaya,2,2019,8,4,2019-08-04,5342,0,426204830,4,33,123,7,0,141,37,17,67,2,0,34,9,5382,0,alta,baixa,baixa,alta,baixa,baixa,alta,alta
4117642,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,2019-08-23,1282,6,185240616,5,26,6,19,0,96,72,40,47,71,0,13,4,1327,34,baixa,alta,baixa,baixa,alta,baixa,alta,baixa
2362023,Cruel Summer,Taylor Swift,1,2019,8,23,2019-08-23,7858,100,800840817,548,116,207,125,12,170,55,58,72,11,0,11,15,8099,34,alta,baixa,alta,alta,baixa,alta,baixa,alta
2020928,Circles,Post Malone,1,2019,8,30,2019-08-30,19664,16,2132335812,37,391,73,633,3,120,70,59,75,24,0,9,4,20688,3,baixa,alta,alta,alta,alta,baixa,baixa,baixa
8725160,Love Nwantiti  Remix,Ckay AXEL Dj Yo,3,2019,8,30,2019-08-30,2696,0,540539717,2,42,2,57,0,120,58,44,60,44,9,5,6,2795,0,baixa,baixa,baixa,baixa,alta,alta,baixa,alta
6373026,Mary On A Cross,Ghost,1,2019,9,13,2019-09-13,2668,2,387080183,141,38,266,78,0,130,47,56,90,0,0,10,4,2784,1,alta,baixa,alta,alta,baixa,alta,baixa,baixa
6047703,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,2019-01-01,7191,0,1138474110,7,146,18,478,0,150,78,47,70,18,0,15,9,7815,1,alta,alta,baixa,alta,alta,baixa,alta,alta
2635416,Memories,Maroon 5,1,2019,9,20,2019-09-20,9974,2,1759567999,19,272,67,1066,1,91,77,60,32,84,0,8,5,11312,1,baixa,alta,alta,baixa,alta,alta,baixa,baixa
6002262,Lost in the Fire,The Weeknd Gesaffelstein,2,2019,1,11,2019-01-11,7731,2,686734357,46,110,145,447,0,101,66,18,68,9,0,12,4,8288,0,baixa,baixa,baixa,alta,baixa,alta,baixa,baixa
1050544,Forever,Labrinth,1,2019,10,4,2019-10-04,3618,0,282883169,2,21,86,138,0,80,56,19,46,92,72,11,3,3777,7,baixa,baixa,baixa,baixa,alta,alta,baixa,baixa
3153550,Under The Influence,Chris Brown,1,2019,10,4,2019-10-04,3859,26,929964809,2,133,181,3,0,117,73,31,69,6,0,11,4,3995,1,baixa,alta,baixa,alta,baixa,baixa,baixa,baixa
1647722,Still Dont Know My Name,Labrinth,1,2019,10,4,2019-10-04,6332,0,563902868,0,47,116,266,0,88,31,31,63,47,27,21,12,6645,7,baixa,baixa,baixa,baixa,alta,alta,alta,alta
8290102,Formula,Labrinth,1,2019,10,4,2019-10-04,3444,7,554875730,1,24,85,102,0,145,57,23,66,4,6,15,4,3570,7,alta,baixa,baixa,baixa,baixa,alta,alta,baixa
2392756,When I RIP,Labrinth,1,2019,10,4,2019-10-04,2578,0,203680270,0,8,67,66,0,80,39,45,55,73,0,9,21,2652,7,baixa,baixa,baixa,baixa,alta,alta,baixa,alta
8788368,Heat Waves,Glass Animals,1,2020,6,28,2020-06-28,22543,63,2557975762,2,386,144,707,28,81,76,53,53,44,0,9,9,23636,1,baixa,alta,alta,baixa,alta,baixa,baixa,alta
8056641,Life Goes On,Oliver Tree,1,2020,7,17,2020-07-17,2868,0,501541661,2,43,15,116,0,80,70,57,49,19,0,12,8,3027,1,baixa,alta,alta,baixa,alta,baixa,baixa,alta
2685773,cardigan,Taylor Swift,1,2020,7,24,2020-07-24,7923,29,812019557,215,106,112,142,4,130,61,53,58,55,0,27,4,8171,34,alta,baixa,alta,baixa,alta,alta,alta,baixa
1839223,Mood feat Iann Dior,24kgoldn Iann Dior,2,2020,7,24,2020-07-24,12854,0,1699402402,2,237,27,636,0,91,70,76,72,22,0,27,4,13727,0,baixa,alta,alta,alta,alta,alta,alta,baixa
2816072,Excuses,Intense AP Dhillon Gurinder Gill,3,2020,7,24,2020-07-24,272,4,327498031,0,7,21,2,0,95,84,49,72,8,0,15,8,281,0,baixa,alta,baixa,alta,baixa,baixa,alta,alta
6556428,august,Taylor Swift,1,2020,7,24,2020-07-24,7324,22,607123776,44,25,81,61,1,90,51,42,61,53,0,9,3,7410,34,baixa,baixa,baixa,baixa,alta,baixa,baixa,baixa
3745752,Dynamite,BTS,1,2020,8,21,2020-08-21,8528,5,1692897992,2,239,163,583,0,114,75,74,77,1,0,9,10,9350,8,baixa,alta,alta,alta,baixa,baixa,baixa,alta
1203746,Bad Habits,Ed Sheeran,1,2020,9,3,2020-09-03,12755,8,1555511105,2,344,97,945,15,126,81,59,90,5,0,36,3,14044,9,alta,alta,alta,alta,baixa,baixa,alta,baixa
3557036,The Business,Ti,1,2020,1,1,2020-01-01,14311,0,1062345656,14,255,32,582,0,120,80,24,62,41,2,11,23,15148,1,baixa,alta,baixa,baixa,alta,alta,baixa,alta
7748090,MONTERO Call Me By Your Name,Lil Nas X,1,2020,9,18,2020-09-18,12329,0,1735441776,2,275,19,738,0,179,61,76,51,30,0,38,15,13342,3,alta,baixa,alta,baixa,alta,alta,alta,alta
8672552,Mon Amour  Remix,Aitana zzoilo,2,2020,9,21,2020-09-21,3221,2,578207856,40,67,13,139,0,116,75,36,76,12,0,10,10,3427,0,baixa,alta,baixa,alta,baixa,alta,baixa,alta
1464404,MIDDLE OF THE NIGHT,Elley Duh,1,2020,1,10,2020-01-10,4057,8,872137015,52,78,21,240,1,186,41,9,61,2,0,12,5,4375,1,alta,baixa,baixa,baixa,baixa,alta,baixa,baixa
2744235,Contection,GODZZ Zakaria,2,2020,1,16,2020-01-16,6955,0,1180896317,1,65,45,398,0,166,81,83,75,14,0,29,34,7418,0,alta,alta,alta,alta,baixa,alta,alta,alta
5355322,Demasiadas Mujeres,C Tangana,1,2020,10,8,2020-10-08,2226,0,339473453,14,36,2,11,0,126,67,37,46,13,0,10,39,2273,1,alta,baixa,baixa,baixa,baixa,alta,baixa,alta
4341380,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,2020-02-10,1788,14,405136812,19,1,50,19,0,139,48,37,41,32,0,10,10,1808,2,alta,baixa,baixa,baixa,alta,alta,baixa,alta
7298366,positions,Ariana Grande,1,2020,10,23,2020-10-23,8207,0,1252563873,2,175,55,95,0,144,73,66,80,44,0,9,12,8477,2,alta,alta,alta,alta,alta,alta,baixa,alta
3574464,Dakiti,Bad Bunny Jhay Cortez,2,2020,10,30,2020-10-30,11215,21,1763363713,25,189,166,525,9,110,73,14,57,40,0,11,5,11929,0,baixa,alta,baixa,baixa,alta,baixa,baixa,baixa
3347693,After Hours,The Weeknd,1,2020,2,19,2020-02-19,8084,6,698086140,221,45,115,218,1,109,66,16,57,10,1,12,3,8347,21,baixa,baixa,baixa,baixa,baixa,alta,baixa,baixa
6721865,Todo De Ti,Rauw Alejandro,1,2020,11,2,2020-11-02,11975,8,1168642797,16,188,75,268,6,128,81,57,63,40,1,10,4,12431,2,alta,alta,alta,baixa,alta,alta,baixa,baixa
6261319,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,2020-02-21,5398,4,951637566,37,111,127,210,0,129,61,59,46,56,0,13,5,5719,1,alta,baixa,alta,baixa,alta,baixa,alta,baixa
3775590,La Zona,Bad Bunny,1,2020,2,29,2020-02-29,1188,0,312622938,1,13,1,15,0,94,76,81,80,20,0,25,4,1216,19,baixa,alta,alta,alta,alta,baixa,alta,baixa
4974042,A Tu Merced,Bad Bunny,1,2020,2,29,2020-02-29,4214,11,685071800,0,21,20,40,0,92,86,89,79,17,0,11,6,4275,19,baixa,alta,alta,alta,baixa,alta,baixa,baixa
8134740,La Santa,Daddy Yankee Bad Bunny,2,2020,2,29,2020-02-29,4890,20,759208783,0,52,42,100,0,93,74,59,87,3,0,8,5,5042,0,baixa,alta,alta,alta,baixa,alta,baixa,baixa
